1,34.80833,-98.02325,9,5,2283,1246
3,2012/04/14,1771,2833,671,1242,4103,4178,3919,1073741824,2756,915,-4030,72,112,2012/04/21
3,2012/04/22,1406,2438,583,1009,3524,3465,2952,1073741824,2467,354,12921,72,119,2012/04/28
3,2012/04/30,1253,2194,500,887,3184,3446,2899,1073741824,2204,1552,13891,72,126,2012/05/05
3,2012/05/08,1773,2985,714,1262,4025,4346,3509,1073741824,2473,3121,-3088,72,130,2012/05/09
3,2012/05/16,1923,2929,840,1401,4068,4447,3809,1073741824,2053,925,-2637,72,144,2012/05/23
3,2012/05/24,1594,2551,635,1112,3460,3785,3083,1073741824,1716,2614,14538,72,149,2012/05/28
3,2012/06/01,1343,2415,600,1050,3479,3218,2397,1073741824,1948,969,-2229,72,160,2012/06/08
3,2012/06/09,1178,2147,529,914,2897,2804,1833,1073741824,1838,287,15155,72,167,2012/06/15
3,2012/06/17,1509,3265,701,1209,4254,3981,3234,1073741824,1974,926,-1696,72,176,2012/06/24
3,2012/06/25,1581,3306,615,1176,4298,3975,3343,1073741824,1913,322,15458,72,183,2012/07/01
3,2012/07/03,1424,2786,651,1099,3521,3602,2935,1073741824,1874,1543,15470,73,190,2012/07/08
3,2012/07/11,1502,3457,632,1182,4288,3942,3170,1073741824,2086,336,14364,74,199,2012/07/17
3,2012/07/19,1326,3160,543,1032,3901,3527,2761,1073741824,2093,1534,14890,73,206,2012/07/24
3,2012/07/27,1505,3281,610,1150,4095,3744,2869,1073741824,2346,319,13679,72,215,2012/08/02
3,2012/08/04,1445,2764,596,1049,3111,3601,2955,1075576832,2402,1508,14078,72,222,2012/08/09
3,2012/08/12,1812,3446,845,1359,4716,4381,3528,1073741824,2850,3149,-3193,72,226,2012/08/13
3,2012/08/20,1626,3675,861,1366,4711,4104,3033,1073741824,3137,4020,-3461,8201,235,2012/08/22
3,2012/08/28,1418,3158,561,1054,3890,3568,2854,1073741824,3121,349,13421,72,247,2012/09/03
3,2012/09/05,1503,2832,662,1119,3738,3743,3185,1073741824,3458,890,-4623,72,256,2012/09/12
3,2012/09/13,1321,2828,596,1011,3727,3426,2653,1073741824,3624,340,12912,72,263,2012/09/19
3,2012/09/21,1496,2482,682,1074,3543,3777,3135,1073741824,3812,1544,12073,72,270,2012/09/26
3,2012/09/29,1747,2574,822,1266,3513,4019,3512,1073741824,4019,2623,11846,72,277,2012/10/03
3,2012/10/07,1536,2495,644,1085,3679,3982,3512,1073741824,4523,960,-6076,72,288,2012/10/14
3,2012/10/15,1515,2533,630,1082,3733,3807,3363,1073741824,4717,299,10702,72,295,2012/10/21
3,2012/10/23,1578,2573,613,1109,3608,4000,3482,1073741824,5045,961,-6196,72,304,2012/10/30
3,2012/10/31,1500,2515,585,1054,3494,3789,3191,1073741824,5220,277,11184,72,311,2012/11/06
3,2012/11/08,1381,2457,589,1002,3441,3687,2913,1073741824,5383,1498,11352,72,318,2012/11/13
3,2012/11/16,1453,2683,676,1081,3619,3747,3047,1073741824,5630,304,11857,72,327,2012/11/22
3,2012/11/24,1412,2578,652,1048,3732,3521,2911,1073741824,5738,1515,11451,72,334,2012/11/29
3,2012/12/02,1393,2646,729,1072,4702,3560,2716,1075576832,5817,2623,11303,72,341,2012/12/06
3,2012/12/10,1429,2819,625,1065,3986,3669,2983,1073741824,6021,951,-6368,72,352,2012/12/17
3,2012/12/18,1341,2862,620,950,3975,3637,3063,1073741824,5877,4362,11372,72,355,2012/12/20
3,2012/12/26,1409,2471,647,1076,3573,3263,2398,1073741824,6022,915,-6104,76,2,2012/01/02
3,2013/01/01,1258,2606,599,839,3699,3490,2811,1073741824,5819,4381,11684,136,5,2013/01/05
3,2013/01/09,1428,2752,665,1076,3596,3656,2922,1073741824,5780,1543,12075,72,16,2013/01/16
3,2013/01/17,1585,2996,706,1219,3830,3842,2928,1073741824,5836,906,-5680,72,18,2013/01/18
3,2013/01/25,1265,2771,541,944,3793,3258,2723,1073741824,5436,1525,12285,72,32,2013/02/01
3,2013/02/02,1358,2992,585,1035,3703,3598,2673,1073741824,5483,924,-5533,72,34,2013/02/03
3,2013/02/10,1019,2570,426,807,3450,2926,2278,1073741824,4952,1516,12478,72,48,2013/02/17
3,2013/02/18,1149,2994,497,933,3631,3329,2404,1073741824,4994,925,-5055,72,50,2013/02/19
3,2013/02/26,1041,2621,501,933,2412,1415,717,1073741824,4689,324,12105,136,57,2013/02/26
3,2013/03/06,1228,3061,551,999,3558,3402,2485,1073741824,4412,889,-4749,72,66,2013/03/07
3,2013/03/14,1053,3271,522,917,3566,3076,2104,1073741824,4079,372,11985,72,73,2013/03/14
3,2013/03/22,1128,3326,558,949,3992,3305,2419,1073741824,3410,2688,12735,72,87,2013/03/28
3,2013/03/30,904,3354,447,808,3719,2887,1894,1073741824,3457,376,13490,72,89,2013/03/30
3,2013/04/07,1080,3224,497,932,3509,3191,2225,1073741824,3194,861,-4404,72,98,2013/04/08
3,2013/04/15,906,3361,395,804,3457,2748,1798,1073741824,2875,385,13278,72,105,2013/04/15
3,2013/04/23,1459,3269,587,1153,3915,3887,2954,1073741824,2666,879,-4022,72,114,2013/04/24
3,2013/05/01,1609,3491,658,1216,4563,3928,3158,1073741824,2510,2078,-3487,72,123,2013/05/03
3,2013/05/09,2086,3645,1157,1708,4348,4205,3166,1075838976,2418,3149,-2864,136,132,2013/05/12
3,2013/05/17,1750,3125,697,1261,4137,4144,3318,1075838976,2204,2116,-2703,72,139,2013/05/19
3,2013/05/25,1835,3093,725,1282,4371,4220,3381,1073741824,2017,925,-2485,73,146,2013/05/26
3,2013/06/02,1749,2877,655,1210,4146,4076,3377,1073741824,1858,332,14676,72,153,2013/06/02
